gender,user_id,province_name,age,city
M,5c871,north_side,25_34,Hanoi
M,99a0a0,unavailable,45_54,unavailable
F,58b7d1,mid_side,18_24,Danang
F,2e993a,south_side,18_24,HoChiMinhCity
F,c9f8f4,north_side,25_34,Hanoi
M,b963ba,unavailable,25_34,unavailable
M,690706,north_side,unavailable,Hanoi
F,9505a7,mid_side,25_34,Danang
F,ac8cc1,mid_side,45_54,Danang
F,cae117,north_side,unavailable,Hanoi
F,7ac7e8,north_side,45_54,Hanoi
unavailable,c76511,mid_side,35_44,Danang
M,ac3762,north_side,U18,Hanoi
M,4f0,north_side,45_54,Hanoi
M,6d952a,north_side,unavailable,Hanoi
unavailable,132b40e,north_side,35_44,Hanoi
M,1314722,mid_side,unavailable,Danang
F,31fdd3,mid_side,25_34,Danang
unavailable,1322024,north_side,45_54,Hanoi
F,60ee81,north_side,35_44,Hanoi
M,43260,mid_side,U18,Danang
M,10c524,north_side,unavailable,Hanoi
unavailable,132b8c9,north_side,unavailable,Hanoi
F,219f65,south_side,U18,HoChiMinhCity
F,a40072,south_side,35_44,HoChiMinhCity
F,135c0,unavailable,18_24,unavailable
F,b95765,mid_side,25_34,Danang
M,cc57b2,mid_side,O55,Danang
F,a887,north_side,25_34,Hanoi
F,4423d,south_side,unavailable,HoChiMinhCity
F,113ecc,unavailable,O55,unavailable
M,2ec47,south_side,35_44,HoChiMinhCity
F,a93668,north_side,35_44,Hanoi
F,3f43d,north_side,35_44,Hanoi
M,2fb02879,mid_side,O55,Danang
F,544c8a,north_side,U18,Hanoi
M,121141,unavailable,unavailable,unavailable
F,52287b,south_side,25_34,HoChiMinhCity
F,2db5e,mid_side,U18,Danang
F,c57b69,south_side,35_44,HoChiMinhCity
F,9e586c,north_side,35_44,Hanoi
unavailable,1335fad,mid_side,25_34,Danang
unavailable,132f458,south_side,O55,HoChiMinhCity
F,d356b,mid_side,U18,Danang
F,c1b052,mid_side,unavailable,Danang
M,8298e,south_side,O55,HoChiMinhCity
F,79b210,north_side,35_44,Hanoi
F,35c5d9,south_side,18_24,HoChiMinhCity
M,41df9a,north_side,35_44,Hanoi
F,1973a1,south_side,45_54,HoChiMinhCity
F,87129e,unavailable,35_44,unavailable
F,79ccc,south_side,35_44,HoChiMinhCity
M,9c6c65,north_side,unavailable,Hanoi
F,794d7,mid_side,35_44,Danang
F,b102c4,mid_side,unavailable,Danang
M,cafe2c,south_side,25_34,HoChiMinhCity
F,76c68d,south_side,25_34,HoChiMinhCity
F,19f187,mid_side,U18,Danang
unavailable,131b33b,mid_side,U18,Danang
F,e3523,mid_side,35_44,Danang
F,423c90,north_side,45_54,Hanoi
F,a7ea7e,north_side,35_44,Hanoi
M,95a349,north_side,45_54,Hanoi
F,bd3eb1,north_side,25_34,Hanoi
F,145b5e,north_side,25_34,Hanoi
F,5ce407,mid_side,25_34,Danang
M,151d20,north_side,O55,Hanoi
F,a7f06c,south_side,18_24,HoChiMinhCity
F,4b424,mid_side,25_34,Danang
unavailable,132e328,mid_side,35_44,Danang
M,b166c7,north_side,O55,Hanoi
M,ac4a3d,mid_side,unavailable,Danang
F,1e7587,mid_side,45_54,Danang
M,288882,north_side,45_54,Hanoi
M,7cc809,south_side,25_34,HoChiMinhCity
M,a0f05b,north_side,unavailable,Hanoi
M,adc021,north_side,35_44,Hanoi
F,28d822,north_side,18_24,Hanoi
F,2faf90e0,mid_side,O55,Danang
F,bd1c56,south_side,18_24,HoChiMinhCity
F,b97490,south_side,45_54,HoChiMinhCity
F,97a7,unavailable,35_44,unavailable
F,9041,south_side,35_44,HoChiMinhCity
M,17fc74,south_side,O55,HoChiMinhCity
M,a8d089,mid_side,25_34,Danang
M,9c324b,north_side,35_44,Hanoi
F,6c0885,mid_side,25_34,Danang
F,d6451,north_side,unavailable,Hanoi
F,3f65ed,north_side,45_54,Hanoi
F,7dd719,mid_side,unavailable,Danang
M,7ce093,south_side,45_54,HoChiMinhCity
M,9685fb,south_side,U18,HoChiMinhCity
F,194612,mid_side,25_34,Danang
M,7e041a,north_side,25_34,Hanoi
unavailable,1326abd,north_side,18_24,Hanoi
F,1f10,north_side,18_24,Hanoi
unavailable,1331fe1,south_side,45_54,HoChiMinhCity
F,37d61b,mid_side,U18,Danang
M,445649,north_side,25_34,Hanoi
M,131d3c2,north_side,unavailable,Hanoi
F,7b15c4,mid_side,unavailable,Danang
unavailable,13340de,mid_side,25_34,Danang
unavailable,132e5ba,north_side,35_44,Hanoi
M,597668,north_side,45_54,Hanoi
F,4b3c,mid_side,45_54,Danang
F,4c5eae,mid_side,O55,Danang
M,b21634,north_side,25_34,Hanoi
M,c32405,south_side,35_44,HoChiMinhCity
M,bc5d39,north_side,18_24,Hanoi
F,aabfed,mid_side,45_54,Danang
F,4415c0,north_side,35_44,Hanoi
M,cbfeda,mid_side,O55,Danang
unavailable,132aff6,mid_side,25_34,Danang
M,5043,north_side,25_34,Hanoi
F,16d7b3,mid_side,U18,Danang
M,c8dee1,north_side,25_34,Hanoi
M,794dc3,north_side,35_44,Hanoi
F,97a274,mid_side,35_44,Danang
F,7096f1,mid_side,45_54,Danang
F,13c908,north_side,25_34,Hanoi
M,ccc489,unavailable,O55,unavailable
F,f5b68,south_side,O55,HoChiMinhCity
F,9fe750,unavailable,unavailable,unavailable
F,6b4aae,south_side,25_34,HoChiMinhCity
F,131c495,north_side,25_34,Hanoi
M,2fafdb69,north_side,25_34,Hanoi
F,9a2e43,north_side,35_44,Hanoi
F,9f00a3,south_side,35_44,HoChiMinhCity
unavailable,132dbd4,unavailable,25_34,unavailable
F,2911f3,mid_side,18_24,Danang
F,36e668,north_side,U18,Hanoi
F,65c7ae,north_side,18_24,Hanoi
F,b18e97,south_side,O55,HoChiMinhCity
F,304a75,north_side,unavailable,Hanoi
M,1ad95,unavailable,45_54,unavailable
M,cb4bd7,mid_side,U18,Danang
F,9fe739,unavailable,25_34,unavailable
F,17fd71,north_side,unavailable,Hanoi
F,364cd,mid_side,45_54,Danang
M,1add3,unavailable,O55,unavailable
F,132233,north_side,45_54,Hanoi
M,1392bd,north_side,25_34,Hanoi
M,64a12,north_side,35_44,Hanoi
F,5d6f6,mid_side,O55,Danang
M,92840,north_side,18_24,Hanoi
M,5d0f,north_side,O55,Hanoi
unavailable,132ad6f,north_side,25_34,Hanoi
F,9b7a9b,north_side,25_34,Hanoi
F,acdf06,mid_side,35_44,Danang
M,4d2cee,mid_side,U18,Danang
M,2fafd29b,mid_side,18_24,Danang
F,2fb03d97,north_side,25_34,Hanoi
F,9897b,mid_side,unavailable,Danang
F,6d3dd7,north_side,35_44,Hanoi
F,17affe,south_side,18_24,HoChiMinhCity
F,a96303,north_side,35_44,Hanoi
M,771e08,unavailable,25_34,unavailable
F,b4f26,north_side,45_54,Hanoi
M,7c6a2c,north_side,25_34,Hanoi
M,42888,south_side,O55,HoChiMinhCity
M,4d7240,mid_side,U18,Danang
M,7f6cc8,mid_side,25_34,Danang
F,88743,north_side,25_34,Hanoi
F,c8d12c,unavailable,25_34,unavailable
F,119374,south_side,25_34,HoChiMinhCity
M,8be3b0,north_side,unavailable,Hanoi
M,4f3662,mid_side,35_44,Danang
M,26b75,south_side,U18,HoChiMinhCity
F,7c883,north_side,U18,Hanoi
F,c84baa,south_side,25_34,HoChiMinhCity
M,21fcc7,north_side,25_34,Hanoi
unavailable,1334aa3,mid_side,25_34,Danang
F,2faf9b98,north_side,35_44,Hanoi
F,caeb09,mid_side,45_54,Danang
unavailable,131c486,mid_side,25_34,Danang
F,64d833,south_side,unavailable,HoChiMinhCity
F,14ffd9,south_side,45_54,HoChiMinhCity
F,1774c4,mid_side,25_34,Danang
F,1d5f5a,mid_side,18_24,Danang
M,b39cd0,north_side,25_34,Hanoi
F,2c9a5a,south_side,45_54,HoChiMinhCity
F,10fd5a,south_side,U18,HoChiMinhCity
F,2ddb4,south_side,45_54,HoChiMinhCity
F,a43e14,north_side,O55,Hanoi
unavailable,131bb94,south_side,18_24,HoChiMinhCity
F,2fb0179a,north_side,U18,Hanoi
F,ba9855,mid_side,35_44,Danang
F,7d075e,north_side,O55,Hanoi
F,96d59,south_side,35_44,HoChiMinhCity
F,76308,south_side,18_24,HoChiMinhCity
F,96d911,north_side,35_44,Hanoi
F,6868b3,mid_side,45_54,Danang
F,55161e,north_side,25_34,Hanoi
M,a73f5d,unavailable,25_34,unavailable
F,93d801,north_side,45_54,Hanoi
unavailable,131fbf9,north_side,25_34,Hanoi
M,2fb01fad,mid_side,25_34,Danang
unavailable,1335a28,mid_side,45_54,Danang
F,5c58cb,north_side,O55,Hanoi
F,131a405,north_side,O55,Hanoi
unavailable,132e6a7,north_side,25_34,Hanoi
M,2cf42e,south_side,35_44,HoChiMinhCity
unavailable,132a3f0,mid_side,45_54,Danang
F,ede1f,mid_side,18_24,Danang
M,19275,north_side,O55,Hanoi
M,582e15,north_side,18_24,Hanoi
M,fdfde,mid_side,25_34,Danang
F,197835,north_side,45_54,Hanoi
F,ec859,north_side,unavailable,Hanoi
M,b2544,north_side,U18,Hanoi
F,1039f6,mid_side,18_24,Danang
M,6b1b46,mid_side,U18,Danang
F,47cac8,south_side,unavailable,HoChiMinhCity
unavailable,1323259,north_side,unavailable,Hanoi
F,1319010,mid_side,35_44,Danang
F,6ac088,north_side,45_54,Hanoi
unavailable,1330adf,north_side,unavailable,Hanoi
unavailable,132aae8,north_side,35_44,Hanoi
F,81c98,south_side,35_44,HoChiMinhCity
F,65f2,unavailable,35_44,unavailable
M,13220bf,unavailable,25_34,unavailable
F,955ef4,north_side,unavailable,Hanoi
F,6a4658,mid_side,45_54,Danang
F,59e17,south_side,18_24,HoChiMinhCity
F,a605a3,north_side,O55,Hanoi
M,a5a2f3,unavailable,35_44,unavailable
F,c54ff9,mid_side,35_44,Danang
F,1be20e,south_side,18_24,HoChiMinhCity
F,10b82,mid_side,U18,Danang
F,60f1b5,mid_side,U18,Danang
M,4da683,south_side,unavailable,HoChiMinhCity
M,baf435,north_side,unavailable,Hanoi
F,8c0e55,north_side,25_34,Hanoi
M,133100d,north_side,U18,Hanoi
M,d2086,north_side,45_54,Hanoi
F,45f71,south_side,25_34,HoChiMinhCity
F,37402a,south_side,18_24,HoChiMinhCity
M,2faffae8,south_side,unavailable,HoChiMinhCity
M,cca949,unavailable,unavailable,unavailable
unavailable,1334d31,south_side,U18,HoChiMinhCity
unavailable,1326ac4,north_side,unavailable,Hanoi
F,fc722,mid_side,unavailable,Danang
M,c579c8,unavailable,25_34,unavailable
F,5e32d4,mid_side,35_44,Danang
M,6c0d1c,mid_side,O55,Danang
F,51b5f,north_side,unavailable,Hanoi
F,2faf799d,mid_side,O55,Danang
M,2c521b,mid_side,25_34,Danang
M,188f6,south_side,unavailable,HoChiMinhCity
M,b4337f,north_side,25_34,Hanoi
M,a820c5,mid_side,35_44,Danang
unavailable,1325188,mid_side,25_34,Danang
F,7ac503,north_side,25_34,Hanoi
F,27269,mid_side,25_34,Danang
F,133adb1,north_side,25_34,Hanoi
F,11554e,mid_side,unavailable,Danang
F,1323479,north_side,35_44,Hanoi
F,7aef63,south_side,35_44,HoChiMinhCity
F,2eac8,south_side,U18,HoChiMinhCity
F,1a5e2b,north_side,unavailable,Hanoi
F,91fb8,north_side,18_24,Hanoi
F,499b38,north_side,45_54,Hanoi
unavailable,1333dcf,mid_side,U18,Danang
F,4f3063,south_side,18_24,HoChiMinhCity
M,b165f,north_side,18_24,Hanoi
M,132b4ac,mid_side,U18,Danang
F,c66ff,mid_side,O55,Danang
M,f8712,mid_side,O55,Danang
M,c7f9fa,north_side,35_44,Hanoi
unavailable,132a0eb,mid_side,35_44,Danang
F,fb302,north_side,O55,Hanoi
F,1da337,mid_side,unavailable,Danang
unavailable,1324384,south_side,35_44,HoChiMinhCity
M,4d5a61,north_side,35_44,Hanoi
unavailable,7a48e5,south_side,35_44,HoChiMinhCity
F,82b5b,north_side,U18,Hanoi
F,c0beb2,unavailable,O55,unavailable
M,98d37,north_side,unavailable,Hanoi
M,7c23ee,north_side,O55,Hanoi
M,a3ee88,south_side,25_34,HoChiMinhCity
F,5c698,south_side,25_34,HoChiMinhCity
M,51f0aa,north_side,35_44,Hanoi
M,30b7e,south_side,O55,HoChiMinhCity
F,35caef,mid_side,U18,Danang
F,9667c,north_side,U18,Hanoi
F,24e39c,mid_side,18_24,Danang
M,caf7c8,south_side,45_54,HoChiMinhCity
F,51ce5f,north_side,35_44,Hanoi
F,a6b3c1,south_side,25_34,HoChiMinhCity
M,9718d8,north_side,U18,Hanoi
F,b22597,unavailable,O55,unavailable
M,8e9ff6,mid_side,25_34,Danang
F,f20b1,mid_side,35_44,Danang
M,788,north_side,unavailable,Hanoi
unavailable,132773d,south_side,45_54,HoChiMinhCity
F,a09e09,north_side,45_54,Hanoi
unavailable,13332f6,mid_side,18_24,Danang
F,2fb06098,south_side,25_34,HoChiMinhCity
unavailable,13260fa,south_side,45_54,HoChiMinhCity
F,7bdb0,north_side,unavailable,Hanoi
F,a353b9,unavailable,unavailable,unavailable
M,1ba9d0,north_side,45_54,Hanoi
F,2cf0c1,south_side,18_24,HoChiMinhCity
F,c60aee,mid_side,45_54,Danang
M,9e75b0,south_side,25_34,HoChiMinhCity
F,a708,north_side,45_54,Hanoi
F,130363,mid_side,O55,Danang
M,b333b4,north_side,18_24,Hanoi
M,193008,south_side,25_34,HoChiMinhCity
unavailable,132edbc,north_side,35_44,Hanoi
M,1061b8,north_side,35_44,Hanoi
F,4327c,mid_side,25_34,Danang
F,6046a,mid_side,25_34,Danang
F,bf310,south_side,25_34,HoChiMinhCity
M,131b408,south_side,18_24,HoChiMinhCity
F,ef755,mid_side,45_54,Danang
M,9edefa,unavailable,unavailable,unavailable
M,487cf7,south_side,35_44,HoChiMinhCity
F,bf79af,mid_side,35_44,Danang
F,ccdd58,unavailable,unavailable,unavailable
F,15f31c,south_side,35_44,HoChiMinhCity
F,136bb,unavailable,unavailable,unavailable
M,84806d,north_side,U18,Hanoi
F,90b1e,mid_side,45_54,Danang
F,10f4ae,south_side,unavailable,HoChiMinhCity
F,3a6c,north_side,U18,Hanoi
unavailable,133545b,south_side,O55,HoChiMinhCity
M,273ff,north_side,45_54,Hanoi
F,f5dd8,mid_side,35_44,Danang
F,16736e,mid_side,25_34,Danang
unavailable,132b8c1,mid_side,unavailable,Danang
M,4fcfb9,mid_side,35_44,Danang
M,825a,mid_side,unavailable,Danang
F,96622e,south_side,25_34,HoChiMinhCity
F,5121ce,unavailable,25_34,unavailable
M,cc91fb,north_side,25_34,Hanoi
F,5e7ba4,mid_side,unavailable,Danang
F,629a47,south_side,45_54,HoChiMinhCity
M,b21bd5,south_side,unavailable,HoChiMinhCity
unavailable,1322b7f,north_side,25_34,Hanoi
M,ac843b,south_side,unavailable,HoChiMinhCity
M,ca0de8,mid_side,45_54,Danang
M,131c95b,north_side,25_34,Hanoi
M,7bd310,north_side,25_34,Hanoi
M,65731,south_side,35_44,HoChiMinhCity
F,98446,south_side,35_44,HoChiMinhCity
F,778242,north_side,25_34,Hanoi
F,5f212b,north_side,35_44,Hanoi
F,68b184,mid_side,18_24,Danang
unavailable,1329474,north_side,35_44,Hanoi
M,bad44,mid_side,35_44,Danang
M,12b5d,south_side,unavailable,HoChiMinhCity
F,79c506,south_side,45_54,HoChiMinhCity
F,97e9e,north_side,45_54,Hanoi
F,7f5b47,mid_side,unavailable,Danang
F,beac37,north_side,45_54,Hanoi
F,91fc87,south_side,U18,HoChiMinhCity
M,11d927,south_side,35_44,HoChiMinhCity
F,156ff,north_side,25_34,Hanoi
F,257faa,unavailable,U18,unavailable
M,b15987,south_side,35_44,HoChiMinhCity
M,62e8c,north_side,25_34,Hanoi
F,13c411,south_side,U18,HoChiMinhCity
M,58433c,south_side,35_44,HoChiMinhCity
M,6dc42d,unavailable,45_54,unavailable
M,705d2,mid_side,25_34,Danang
F,80f6d0,south_side,25_34,HoChiMinhCity
F,a309be,mid_side,45_54,Danang
F,29d3c,south_side,45_54,HoChiMinhCity
M,c89f66,mid_side,25_34,Danang
M,8938f,north_side,U18,Hanoi
F,7c7aa9,mid_side,35_44,Danang
F,99678c,unavailable,35_44,unavailable
F,8e529,south_side,25_34,HoChiMinhCity
M,e2dea,north_side,18_24,Hanoi
F,ccb00a,mid_side,O55,Danang
unavailable,1329760,mid_side,25_34,Danang
F,17b5ee,mid_side,35_44,Danang
M,13259cd,north_side,25_34,Hanoi
F,b95cfa,south_side,25_34,HoChiMinhCity
F,231b59,mid_side,18_24,Danang
F,6eb263,north_side,35_44,Hanoi
F,12f98b,north_side,25_34,Hanoi
unavailable,1322952,south_side,25_34,HoChiMinhCity
F,78fb89,north_side,25_34,Hanoi
F,7b499,north_side,35_44,Hanoi
F,98fc12,mid_side,25_34,Danang
F,12682c,mid_side,18_24,Danang
M,c9aa84,mid_side,25_34,Danang
unavailable,132bbbe,north_side,18_24,Hanoi
M,167206,mid_side,45_54,Danang
M,1328b38,mid_side,U18,Danang
F,b4bd7e,mid_side,O55,Danang
F,52b33,mid_side,35_44,Danang
F,b05df9,mid_side,18_24,Danang
F,90778f,mid_side,25_34,Danang
F,b49703,north_side,25_34,Hanoi
M,697fb2,south_side,O55,HoChiMinhCity
M,168cf5,south_side,18_24,HoChiMinhCity
F,145ed4,south_side,35_44,HoChiMinhCity
M,1f0b23,north_side,18_24,Hanoi
M,74a082,mid_side,U18,Danang
F,8a252,south_side,18_24,HoChiMinhCity
F,19986b,unavailable,U18,unavailable
M,92ee14,north_side,45_54,Hanoi
F,bbede,mid_side,U18,Danang
M,c9b692,north_side,35_44,Hanoi
M,d0594,north_side,35_44,Hanoi
unavailable,1338158,north_side,35_44,Hanoi
F,c95929,mid_side,25_34,Danang
F,d888d,unavailable,45_54,unavailable
F,a316d1,unavailable,35_44,unavailable
M,1318cf2,north_side,25_34,Hanoi
M,11a108,north_side,35_44,Hanoi
M,a94714,south_side,35_44,HoChiMinhCity
M,9ed6d9,north_side,25_34,Hanoi
F,132fe81,south_side,unavailable,HoChiMinhCity
M,2fafb2f4,north_side,35_44,Hanoi
F,30726,south_side,35_44,HoChiMinhCity
M,2f6539,mid_side,O55,Danang
M,3acc9e,mid_side,O55,Danang
M,1aee6f,south_side,35_44,HoChiMinhCity
F,c9b137,south_side,18_24,HoChiMinhCity
unavailable,132c44b,unavailable,45_54,unavailable
M,76ba33,north_side,O55,Hanoi
M,1e38d,north_side,25_34,Hanoi
F,185e0f,south_side,25_34,HoChiMinhCity
F,b31ebf,north_side,unavailable,Hanoi
M,993ac,north_side,unavailable,Hanoi
M,2aff5b,mid_side,25_34,Danang
M,75034,mid_side,18_24,Danang
F,a919aa,unavailable,35_44,unavailable
M,ba7ebd,north_side,U18,Hanoi
F,74a7a8,south_side,U18,HoChiMinhCity
F,af651f,north_side,35_44,Hanoi
F,28c79,north_side,35_44,Hanoi
F,cc30d3,mid_side,45_54,Danang
unavailable,133a3dd,unavailable,O55,unavailable
F,408933,unavailable,25_34,unavailable
unavailable,132f33a,mid_side,unavailable,Danang
F,96b88,mid_side,45_54,Danang
F,e9d5c,south_side,25_34,HoChiMinhCity
M,16ad39,north_side,unavailable,Hanoi
F,111450,north_side,U18,Hanoi
M,9bbae0,mid_side,18_24,Danang
F,607bb0,mid_side,25_34,Danang
F,3b9c80,north_side,O55,Hanoi
F,a9ebcd,mid_side,25_34,Danang
F,703251,north_side,18_24,Hanoi
F,bb4efb,mid_side,35_44,Danang
F,84f2df,mid_side,U18,Danang
F,d1f09,south_side,45_54,HoChiMinhCity
unavailable,133a9a6,north_side,45_54,Hanoi
F,11866d,north_side,45_54,Hanoi
F,5f4f36,north_side,unavailable,Hanoi
M,7ffa,unavailable,O55,unavailable
M,7b40d9,north_side,O55,Hanoi
F,630564,north_side,45_54,Hanoi
M,2faf2a44,unavailable,U18,unavailable
F,c9def,mid_side,25_34,Danang
F,108347,mid_side,35_44,Danang
F,1d036d,north_side,U18,Hanoi
M,779ba3,north_side,U18,Hanoi
M,13321e4,south_side,25_34,HoChiMinhCity
F,67399b,mid_side,unavailable,Danang
M,ccf173,mid_side,18_24,Danang
M,5ecb37,north_side,45_54,Hanoi
F,74911,south_side,35_44,HoChiMinhCity
F,8ec2b0,south_side,35_44,HoChiMinhCity
M,2fafd8b7,south_side,45_54,HoChiMinhCity
F,26a784,mid_side,35_44,Danang
M,1825cb,north_side,25_34,Hanoi
F,4a36ba,north_side,25_34,Hanoi
F,8776c,south_side,25_34,HoChiMinhCity
M,80c03,north_side,unavailable,Hanoi
F,1a7960,north_side,45_54,Hanoi
M,1315e3d,mid_side,18_24,Danang
F,a51c61,south_side,25_34,HoChiMinhCity
unavailable,1320ee9,mid_side,25_34,Danang
F,c162b0,north_side,35_44,Hanoi
F,ad39d4,south_side,45_54,HoChiMinhCity
M,bd1225,mid_side,45_54,Danang
unavailable,1323373,mid_side,25_34,Danang
M,5a763,north_side,45_54,Hanoi
M,29b98,mid_side,35_44,Danang
M,97696d,north_side,18_24,Hanoi
F,7cc7dd,north_side,U18,Hanoi
F,2d31f,north_side,45_54,Hanoi
F,7a2c7,mid_side,U18,Danang
F,afe974,south_side,18_24,HoChiMinhCity
F,cb3bec,south_side,O55,HoChiMinhCity
F,fcada,south_side,25_34,HoChiMinhCity
F,5b7fd,north_side,35_44,Hanoi
M,b2b4db,north_side,25_34,Hanoi
M,1ffea,south_side,U18,HoChiMinhCity
F,12a417,north_side,unavailable,Hanoi
F,284730,north_side,O55,Hanoi
F,3e3bb8,south_side,O55,HoChiMinhCity
F,14ad66,mid_side,35_44,Danang
F,9b7e50,south_side,35_44,HoChiMinhCity
M,8ff389,mid_side,45_54,Danang
F,cae440,south_side,35_44,HoChiMinhCity
F,25321a,mid_side,35_44,Danang
F,1cbb1,north_side,O55,Hanoi
M,13281c6,mid_side,O55,Danang
F,251948,unavailable,35_44,unavailable
F,175198,mid_side,U18,Danang
M,c4639d,north_side,unavailable,Hanoi
F,e1ed,north_side,O55,Hanoi
M,932a32,north_side,U18,Hanoi
F,305b7,north_side,O55,Hanoi
F,bc83d6,north_side,25_34,Hanoi
F,7a58d,south_side,25_34,HoChiMinhCity
F,392e2,south_side,35_44,HoChiMinhCity
F,1ac0e7,south_side,unavailable,HoChiMinhCity
F,a0e946,mid_side,25_34,Danang
F,3da60,south_side,35_44,HoChiMinhCity
F,186740,north_side,U18,Hanoi
F,bf9bbf,north_side,O55,Hanoi
F,33a2e5,north_side,35_44,Hanoi
M,b4f9c8,mid_side,O55,Danang
M,acf187,north_side,O55,Hanoi
M,377949,north_side,35_44,Hanoi
F,14652d,south_side,35_44,HoChiMinhCity
F,2faf9fef,unavailable,25_34,unavailable
F,13affc,mid_side,25_34,Danang
F,47196b,north_side,45_54,Hanoi
unavailable,1316129,north_side,unavailable,Hanoi
M,be07ae,mid_side,25_34,Danang
F,527f0,mid_side,18_24,Danang
F,905625,mid_side,25_34,Danang
F,986730,mid_side,O55,Danang
F,1a883c,south_side,25_34,HoChiMinhCity
unavailable,13182ca,south_side,18_24,HoChiMinhCity
F,7e049d,north_side,O55,Hanoi
M,10962e,south_side,25_34,HoChiMinhCity
unavailable,1332677,north_side,O55,Hanoi
F,13d1f4,unavailable,18_24,unavailable
M,14c45,mid_side,U18,Danang
unavailable,1323534,north_side,unavailable,Hanoi
F,4a9e72,north_side,O55,Hanoi
M,c07cbf,mid_side,unavailable,Danang
F,60cfbd,south_side,35_44,HoChiMinhCity
F,38ba1,mid_side,25_34,Danang
F,10cc9,south_side,unavailable,HoChiMinhCity
F,cb8ee1,south_side,18_24,HoChiMinhCity
F,b22f94,south_side,18_24,HoChiMinhCity
M,2b0af,north_side,18_24,Hanoi
M,ed4f7,north_side,O55,Hanoi
F,5d244,mid_side,unavailable,Danang
F,7b9393,north_side,O55,Hanoi
F,8597ac,south_side,unavailable,HoChiMinhCity
F,b16905,south_side,45_54,HoChiMinhCity
F,92d2b8,north_side,U18,Hanoi
F,cb0572,mid_side,45_54,Danang
F,b6ec7,south_side,25_34,HoChiMinhCity
F,64170,unavailable,25_34,unavailable
F,812f45,south_side,35_44,HoChiMinhCity
M,8847c3,south_side,18_24,HoChiMinhCity
M,11dda1,north_side,18_24,Hanoi
F,2fafeda0,south_side,25_34,HoChiMinhCity
F,ee51f,north_side,O55,Hanoi
M,c17fcc,south_side,unavailable,HoChiMinhCity
F,13252af,south_side,45_54,HoChiMinhCity
F,78436b,north_side,18_24,Hanoi
M,8c1a56,south_side,U18,HoChiMinhCity
F,2faf9a1d,mid_side,unavailable,Danang
M,b3ea82,south_side,35_44,HoChiMinhCity
M,4903a,south_side,18_24,HoChiMinhCity
M,4ee53,north_side,18_24,Hanoi
F,9fd1c8,mid_side,45_54,Danang
M,7c28d7,mid_side,45_54,Danang
F,b35705,south_side,25_34,HoChiMinhCity
F,13c094,north_side,45_54,Hanoi
F,cb4249,south_side,O55,HoChiMinhCity
F,2fb00609,north_side,35_44,Hanoi
F,b29ff7,unavailable,O55,unavailable
M,2faff57e,unavailable,25_34,unavailable
F,af966c,north_side,35_44,Hanoi
F,787c54,north_side,25_34,Hanoi
unavailable,1330500,mid_side,35_44,Danang
F,52cb46,north_side,35_44,Hanoi
F,e0f0f,north_side,18_24,Hanoi
M,695cb,south_side,U18,HoChiMinhCity
F,851db,north_side,unavailable,Hanoi
F,1325ee8,north_side,25_34,Hanoi
M,41263f,north_side,U18,Hanoi
F,15262f,mid_side,45_54,Danang
M,add34,mid_side,25_34,Danang
F,536955,south_side,45_54,HoChiMinhCity
M,2e2a1,south_side,35_44,HoChiMinhCity
M,766f59,mid_side,unavailable,Danang
M,5e6622,south_side,18_24,HoChiMinhCity
F,cd3afd,mid_side,U18,Danang
F,a11d7b,north_side,U18,Hanoi
M,28c630,mid_side,45_54,Danang
F,38f7a,mid_side,35_44,Danang
unavailable,a9409d,north_side,18_24,Hanoi
F,939ee,south_side,25_34,HoChiMinhCity
F,22196,mid_side,35_44,Danang
M,bd1224,north_side,25_34,Hanoi
M,c01b3e,south_side,25_34,HoChiMinhCity
F,1ae474,south_side,18_24,HoChiMinhCity
M,c3c77,south_side,35_44,HoChiMinhCity
F,72081a,north_side,U18,Hanoi
F,270aca,mid_side,35_44,Danang
F,b2d998,south_side,unavailable,HoChiMinhCity
M,374ff,north_side,18_24,Hanoi
F,5806a,south_side,U18,HoChiMinhCity
F,2424bb,north_side,35_44,Hanoi
F,c844b5,unavailable,45_54,unavailable
F,b04e4,mid_side,O55,Danang
unavailable,131c310,north_side,25_34,Hanoi
F,3e7416,mid_side,45_54,Danang
F,4aab0e,mid_side,25_34,Danang
M,15f498,unavailable,25_34,unavailable
M,b569ac,south_side,unavailable,HoChiMinhCity
M,72ea7e,mid_side,O55,Danang
unavailable,1333879,mid_side,25_34,Danang
F,43df20,north_side,45_54,Hanoi
unavailable,132b4b6,mid_side,25_34,Danang
M,c01b9f,north_side,35_44,Hanoi
F,b4cb8,south_side,U18,HoChiMinhCity
M,c38cab,north_side,25_34,Hanoi
F,80450,north_side,35_44,Hanoi
unavailable,132a34a,mid_side,18_24,Danang
F,a949b0,unavailable,unavailable,unavailable
F,19804d,south_side,U18,HoChiMinhCity
M,132410d,unavailable,45_54,unavailable
F,a67905,north_side,25_34,Hanoi
F,70aeb,mid_side,25_34,Danang
F,6d66a,north_side,25_34,Hanoi
F,8152a5,south_side,18_24,HoChiMinhCity
F,2faf8c28,south_side,18_24,HoChiMinhCity
F,15140,mid_side,unavailable,Danang
unavailable,1333811,mid_side,45_54,Danang
M,12f75b,mid_side,35_44,Danang
unavailable,13306d6,mid_side,25_34,Danang
unavailable,1331a96,north_side,18_24,Hanoi
M,11b4f3,unavailable,45_54,unavailable
